,First_pokemon,Second_pokemon,Winner
20443,33,231,33
20444,287,139,139
20445,538,434,434
20446,350,281,350
20447,164,536,164
20448,310,555,310
20449,437,257,257
20450,483,474,474
20451,576,491,491
20452,306,78,78
20453,272,265,272
20454,208,279,279
20455,534,54,54
20456,642,324,642
20457,485,104,485
20458,407,615,615
20459,154,645,645
20460,630,602,630
20461,464,136,136
20462,115,167,115
20463,369,148,148
20464,219,192,192
20465,211,199,211
20466,367,150,150
20467,507,572,572
20468,525,290,525
20469,246,338,338
20470,583,475,475
20471,276,355,355
20472,387,365,365
20473,187,666,666
20474,672,258,672
20475,155,154,154
20476,475,109,475
20477,558,243,243
20478,1,199,1
20479,180,151,151
20480,708,435,435
20481,424,161,424
20482,428,320,428
20483,623,271,623
20484,513,411,411
20485,401,35,35
20486,48,628,628
20487,202,641,641
20488,75,352,352
20489,35,379,379
20490,524,649,649
20491,637,433,637
20492,708,590,708
20493,150,705,150
20494,329,300,329
20495,599,437,437
20496,268,373,373
20497,558,274,274
20498,70,424,424
20499,130,479,479
20500,540,473,473
20501,531,171,171
20502,125,280,125
20503,214,319,319
20504,126,258,126
20505,113,308,308
20506,428,475,428
20507,479,528,528
20508,314,205,205
20509,88,366,366
20510,246,630,630
20511,479,471,479
20512,386,372,386
20513,150,49,150
20514,597,674,674
20515,659,443,659
20516,456,422,456
20517,248,359,359
20518,413,429,429
20519,307,218,307
20520,110,398,398
20521,385,312,385
20522,694,282,282
20523,669,555,555
20524,631,533,631
20525,355,647,647
20526,397,666,666
20527,319,249,249
20528,323,469,469
20529,215,594,215
20530,324,337,337
20531,67,19,19
20532,598,711,598
20533,354,33,354
20534,130,307,130
20535,51,346,51
20536,306,381,381
20537,273,248,248
20538,115,279,115
20539,239,185,185
20540,195,480,480
20541,308,369,308
20542,67,383,383
20543,659,223,223
20544,647,626,647
20545,317,274,274
20546,254,23,254
20547,300,186,186
20548,205,226,226
20549,478,429,429
20550,711,89,711
20551,647,477,647
20552,426,595,426
20553,85,535,85
20554,509,312,312
20555,560,543,560
20556,678,26,26
20557,683,119,119
20558,232,641,641
20559,362,479,479
20560,30,529,529
20561,483,641,641
20562,423,539,539
20563,618,349,618
20564,79,443,443
20565,440,244,244
20566,355,243,243
20567,53,138,53
20568,403,85,85
20569,332,139,139
20570,275,150,150
20571,130,25,25
20572,522,579,522
20573,474,45,474
20574,572,452,452
20575,467,441,441
20576,392,439,392
20577,384,477,384
20578,288,542,542
20579,488,479,479
20580,18,114,18
20581,63,3,63
20582,358,44,358
20583,338,384,384
20584,61,464,464
20585,494,393,494
20586,549,575,549
20587,623,655,623
20588,334,458,334
20589,637,663,663
20590,475,216,475
20591,95,411,95
20592,630,622,630
20593,97,565,97
20594,261,358,261
20595,62,216,62
20596,612,304,612
20597,149,460,149
20598,613,202,613
20599,327,251,251
20600,386,479,386
20601,422,331,331
20602,129,21,129
20603,656,476,656
20604,266,486,486
20605,337,112,112
20606,547,319,547
20607,501,171,171
20608,324,558,558
20609,347,58,347
20610,527,598,598
20611,114,407,407
20612,284,29,284
20613,681,479,479
20614,36,611,611
20615,568,64,64
20616,53,534,534
20617,15,271,15
20618,423,409,409
20619,145,598,598
20620,484,536,484
20621,558,533,558
20622,52,41,52
20623,692,323,692
20624,48,247,247
20625,257,474,474
20626,603,648,648
20627,575,603,575
20628,654,106,106
20629,337,257,257
20630,266,681,681
20631,324,460,460
20632,197,52,52
20633,251,398,398
20634,626,681,681
20635,648,480,480
20636,652,409,652
20637,590,178,178
20638,431,587,587
20639,329,216,329
20640,309,222,309
20641,87,16,87
20642,78,147,78
20643,691,138,691
20644,112,636,636
20645,319,214,319
20646,719,697,697
20647,149,393,149
20648,140,692,140
20649,545,83,545
20650,420,128,128
20651,32,421,421
20652,64,258,64
20653,102,312,312
20654,498,478,478
20655,218,503,503
20656,124,573,573
20657,53,232,53
20658,313,664,313
20659,405,711,711
20660,416,356,416
20661,140,200,200
20662,428,401,428
20663,236,239,239
20664,635,134,635
20665,690,14,14
20666,685,391,391
20667,721,20,20
20668,419,712,419
20669,185,575,575
20670,456,439,456
20671,535,140,535
20672,417,455,455
20673,503,165,503
20674,637,711,637
20675,471,122,122
20676,199,681,681
20677,75,479,479
20678,664,634,634
20679,20,391,20
20680,560,356,560
20681,552,535,552
20682,688,531,531
20683,354,3,3
20684,486,446,486
20685,558,303,303
20686,648,225,648
20687,316,106,106
20688,164,176,164
20689,99,334,334
20690,599,498,498
20691,254,305,305
20692,573,641,573
20693,448,266,448
20694,381,683,683
20695,112,151,151
20696,516,534,516
20697,376,182,376
20698,689,665,689
20699,499,374,499
20700,76,683,76
20701,606,354,354
20702,284,660,284
20703,16,588,588
20704,645,107,645
20705,649,439,649
20706,670,509,509
20707,265,660,660
20708,530,8,530
20709,202,481,481
20710,4,537,537
20711,445,68,445
20712,219,645,645
20713,329,350,350
20714,360,203,203
20715,263,494,494
20716,249,15,15
20717,366,296,366
20718,641,266,641
20719,482,538,482
20720,671,655,655
20721,129,676,676
20722,6,383,6
20723,681,352,352
20724,636,566,566
20725,710,524,710
20726,166,155,166
20727,25,319,319
20728,619,362,362
20729,615,605,615
20730,45,212,212
20731,194,711,711
20732,398,307,398
20733,119,252,252
20734,181,616,181
20735,586,539,586
20736,479,384,384
20737,476,67,67
20738,631,426,426
20739,275,582,275
20740,651,518,651
20741,230,613,230
20742,111,414,414
20743,547,479,547
20744,431,86,431
20745,708,164,164
20746,174,617,617
20747,208,159,159
20748,364,80,364
20749,120,487,487
20750,302,83,83
20751,591,188,188
20752,284,442,284
20753,451,32,451
20754,505,141,141
20755,127,57,57
20756,336,579,336
20757,438,288,288
20758,629,361,629
20759,577,495,495
20760,435,6,6
20761,296,498,498
20762,324,656,656
20763,627,495,495
20764,54,392,392
20765,54,564,54
20766,111,392,392
20767,672,546,546
20768,192,554,554
20769,81,561,561
20770,438,304,304
20771,144,304,304
20772,187,234,234
20773,426,648,648
20774,613,699,699
20775,658,245,658
20776,306,575,575
20777,194,37,194
20778,306,110,110
20779,658,407,658
20780,427,220,427
20781,211,23,211
20782,678,224,678
20783,10,160,160
20784,356,52,52
20785,526,464,464
20786,322,544,544
20787,153,135,135
20788,265,678,678
20789,599,16,16
20790,69,384,384
20791,584,127,127
20792,344,42,42
20793,645,618,645
20794,603,293,603
20795,528,493,493
20796,657,373,373
20797,182,636,636
20798,414,699,414
20799,399,648,648
20800,41,445,41
20801,591,568,568
20802,220,499,499
20803,662,314,314
20804,371,250,250
20805,715,610,715
20806,75,434,434
20807,144,613,144
20808,664,136,136
20809,180,112,112
20810,134,420,134
20811,628,412,628
20812,348,544,544
20813,463,262,262
20814,343,652,652
20815,130,381,381
20816,333,59,59
20817,401,363,363
20818,54,585,585
20819,294,586,586
20820,611,425,425
20821,434,412,434
20822,171,432,432
20823,479,685,479
20824,717,285,717
20825,576,413,576
20826,632,437,632
20827,376,296,376
20828,633,460,460
20829,386,229,229
20830,552,507,552
20831,56,570,56
20832,355,413,413
20833,372,233,233
20834,603,479,479
20835,124,661,124
20836,516,423,516
20837,387,560,560
20838,29,177,177
20839,615,222,222
20840,699,565,699
20841,459,658,658
20842,94,510,94
20843,268,484,484
20844,622,599,599
20845,697,685,685
20846,436,475,475
20847,53,383,53
20848,435,50,50
20849,619,404,619
20850,282,364,282
20851,147,140,140
20852,536,428,428
20853,634,555,634
20854,704,280,280
20855,494,389,494
20856,467,273,467
20857,206,631,631
20858,3,487,487
20859,346,510,510
20860,208,459,459
20861,255,453,453
20862,445,110,445
20863,240,577,240
20864,244,18,18
20865,12,711,711
20866,455,683,455
20867,181,28,28
20868,75,438,75
20869,223,338,338
20870,154,160,154
20871,212,158,212
20872,18,641,641
20873,521,52,521
20874,80,290,290
20875,325,668,668
20876,538,84,84
20877,98,435,435
20878,442,479,442
20879,595,184,595
20880,241,487,487
20881,455,677,677
20882,624,719,624
20883,289,389,289
20884,135,672,135
20885,226,674,226
20886,141,144,144
20887,622,383,383
20888,55,126,126
20889,47,648,648
20890,682,480,480
20891,305,299,305
20892,187,232,232
20893,410,138,138
20894,491,377,491
20895,22,608,608
20896,241,608,608
20897,529,303,529
20898,302,96,96
20899,316,373,373
20900,645,203,645
20901,405,685,685
20902,15,206,15
20903,140,130,130
20904,372,68,68
20905,130,276,276
20906,286,510,510
20907,433,413,433
20908,70,642,642
20909,59,185,59
20910,537,408,537
20911,128,229,128
20912,500,221,500
20913,100,461,461
20914,204,238,204
20915,457,48,457
20916,648,508,648
20917,395,505,505
20918,137,615,615
20919,415,369,369
20920,646,382,646
20921,157,343,157
20922,73,308,73
20923,39,111,111
20924,557,96,557
20925,162,669,162
20926,597,359,359
20927,17,334,334
20928,262,591,262
20929,212,428,428
20930,262,84,84
20931,437,553,553
20932,527,261,261
20933,302,439,302
20934,612,453,612
20935,306,214,214
20936,570,326,570
20937,373,441,373
20938,503,630,630
20939,172,264,264
20940,475,270,475
20941,101,669,101
20942,140,381,381
20943,711,58,711
20944,384,141,384
20945,561,441,561
20946,50,570,50
20947,303,141,141
20948,523,2,523
20949,296,61,61
20950,302,94,302
20951,81,555,555
20952,697,630,630
20953,651,169,169
20954,449,692,692
20955,298,330,298
20956,609,80,609
20957,218,235,235
20958,164,715,715
20959,322,369,369
20960,640,355,640
20961,310,94,310
20962,420,370,420
20963,587,475,475
20964,136,613,136
20965,665,100,100
20966,181,632,632
20967,621,359,359
20968,375,187,187
20969,174,129,174
20970,314,349,314
20971,141,385,385
20972,272,275,275
20973,539,156,539
20974,448,519,448
20975,319,20,319
20976,299,574,574
20977,235,644,644
20978,49,651,49
20979,329,569,569
20980,711,457,711
20981,673,372,673
20982,335,602,335
20983,114,460,114
20984,662,531,662
20985,688,144,144
20986,699,112,699
20987,240,383,383
20988,24,94,94
20989,254,664,254
20990,358,150,150
20991,603,131,131
20992,359,97,359
20993,644,303,644
20994,659,600,659
20995,701,100,701
20996,323,53,53
20997,616,8,8
20998,323,643,643
20999,306,476,306
21000,543,479,479
21001,653,244,244
21002,485,248,485
21003,681,353,353
21004,493,647,493
21005,143,599,599
21006,544,129,544
21007,386,26,386
21008,66,245,245
21009,228,600,228
21010,413,303,303
21011,49,155,49
21012,11,229,229
21013,523,5,523
21014,617,612,617
21015,186,46,186
21016,647,623,623
21017,375,127,127
21018,380,707,380
21019,505,64,64
21020,143,154,154
21021,592,616,616
21022,451,188,188
21023,437,43,437
21024,613,187,187
21025,229,179,229
21026,332,349,332
21027,307,524,307
21028,476,568,568
21029,391,695,695
21030,225,440,225
21031,284,300,284
21032,253,262,253
21033,303,530,530
21034,520,401,520
21035,157,395,157
21036,704,59,59
21037,292,19,19
21038,8,224,8
21039,541,670,670
21040,583,282,282
21041,441,181,441
21042,570,481,570
21043,228,392,392
21044,228,715,715
21045,218,541,541
21046,291,646,291
21047,503,280,503
21048,368,678,678
21049,80,186,186
21050,603,105,105
21051,460,309,309
21052,203,492,492
21053,389,210,389
21054,226,293,226
21055,645,515,645
21056,209,555,555
21057,414,343,414
21058,674,406,406
21059,465,427,427
21060,381,459,381
21061,552,419,419
21062,273,685,685
21063,206,425,425
21064,633,212,212
21065,572,322,572
21066,460,202,460
21067,616,15,15
21068,253,564,253
21069,151,386,386
21070,707,262,707
21071,136,654,654
21072,690,721,721
21073,415,323,415
21074,146,22,22
21075,340,274,274
21076,324,298,298
21077,56,480,480
21078,287,42,42
21079,658,561,658
21080,47,719,719
21081,581,599,581
21082,483,167,483
21083,665,339,339
21084,530,323,530
21085,275,245,245
21086,296,131,131
21087,521,641,641
21088,679,125,125
21089,181,543,543
21090,570,554,570
21091,191,703,703
21092,215,615,215
21093,445,128,128
21094,237,375,237
21095,390,678,678
21096,498,549,549
21097,704,310,310
21098,158,353,353
21099,651,460,651
21100,479,483,483
21101,602,648,648
21102,127,660,127
21103,368,607,368
21104,96,305,96
21105,19,498,19
21106,379,654,654
21107,242,181,181
21108,398,429,429
21109,314,568,314
21110,257,266,257
21111,345,578,578
21112,488,77,77
21113,293,328,293
21114,56,341,56
21115,571,305,571
21116,524,320,320
21117,92,135,135
21118,452,162,452
21119,285,648,648
21120,143,335,335
21121,331,641,641
21122,707,266,707
21123,710,305,710
21124,555,126,555
21125,475,667,475
21126,175,72,72
21127,93,216,216
21128,158,149,149
21129,403,355,403
21130,641,295,641
21131,655,115,655
21132,28,475,475
21133,33,306,306
21134,538,490,490
21135,662,305,662
21136,204,15,15
21137,21,274,21
21138,450,326,326
21139,273,302,302
21140,208,158,158
21141,135,270,135
21142,127,498,127
21143,167,448,448
21144,482,197,197
21145,582,55,55
21146,471,531,471
21147,384,150,150
21148,545,618,545
21149,162,347,162
21150,107,148,107
21151,555,182,555
21152,388,14,388
21153,37,127,127
21154,432,635,432
21155,583,614,583
21156,160,269,160
21157,38,460,38
21158,451,276,276
21159,531,3,3
21160,324,53,53
21161,73,698,73
21162,644,404,644
21163,695,481,695
21164,527,559,559
21165,701,493,493
21166,587,467,587
21167,400,468,468
21168,119,657,657
21169,487,681,487
21170,197,693,197
21171,640,166,640
21172,159,520,520
21173,343,268,343
21174,135,511,135
21175,477,179,477
21176,172,222,172
21177,491,207,491
21178,285,514,514
21179,601,230,601
21180,30,567,567
21181,181,176,181
21182,448,179,448
21183,248,570,248
21184,50,332,332
21185,110,95,95
21186,633,386,633
21187,719,57,57
21188,377,305,377
21189,666,249,249
21190,500,299,500
21191,615,384,615
21192,613,150,150
21193,306,703,703
21194,268,72,72
21195,308,389,308
21196,76,442,76
21197,510,232,510
21198,215,211,215
21199,198,526,526
21200,387,700,700
21201,377,149,149
21202,70,626,626
21203,518,616,518
21204,191,268,191
21205,681,250,250
21206,80,236,236
21207,419,658,658
21208,188,657,657
21209,512,670,512
21210,458,62,62
21211,383,75,383
21212,239,22,22
21213,655,666,655
21214,80,677,677
21215,115,534,115
21216,696,619,619
21217,475,181,475
21218,359,32,359
21219,707,497,497
21220,280,341,280
21221,353,54,54
21222,398,254,254
21223,645,447,645
21224,682,716,716
21225,304,421,304
21226,386,138,386
21227,441,636,441
21228,129,397,397
21229,19,42,42
21230,15,479,15
21231,115,475,115
21232,38,286,38
21233,312,177,312
21234,589,528,589
21235,111,335,335
21236,105,94,94
21237,449,673,673
21238,6,162,6
21239,174,606,606
21240,530,210,530
21241,30,316,30
21242,16,125,125
21243,331,563,331
21244,672,286,286
21245,89,610,610
21246,495,194,495
21247,236,94,94
21248,44,372,372
21249,65,33,65
21250,268,255,255
21251,642,342,642
21252,240,608,240
21253,264,5,264
21254,143,656,143
21255,589,695,589
21256,328,634,634
21257,534,214,214
21258,632,384,384
21259,393,459,459
21260,3,209,3
21261,562,678,678
21262,6,73,73
21263,116,25,25
21264,176,623,623
21265,386,264,264
21266,460,301,301
21267,400,618,400
21268,528,87,528
21269,444,298,444
21270,123,413,123
21271,275,66,275
21272,161,494,494
21273,236,267,267
21274,633,157,157
21275,389,381,381
21276,142,87,142
21277,255,679,679
21278,138,231,231
21279,334,624,334
21280,108,711,711
21281,575,332,332
21282,159,599,159
21283,383,254,254
21284,687,226,687
21285,645,389,645
21286,427,337,427
21287,148,529,148
21288,313,323,323
21289,162,118,162
21290,429,55,429
21291,645,474,645
21292,582,319,319
21293,473,600,473
21294,275,713,275
21295,4,256,4
21296,690,565,565
21297,205,158,158
21298,563,413,413
21299,509,284,509
21300,334,477,334
21301,512,360,512
21302,329,713,713
21303,420,180,180
21304,316,245,245
21305,352,444,444
21306,436,395,395
21307,487,478,478
21308,365,254,254
21309,667,207,207
21310,174,405,405
21311,687,475,687
21312,252,450,252
21313,1,647,647
21314,621,174,621
21315,176,481,481
21316,561,260,561
21317,314,244,244
21318,282,295,282
21319,426,434,426
21320,521,542,521
21321,422,268,422
21322,531,137,531
21323,357,359,359
21324,519,627,627
21325,444,637,637
21326,700,654,654
21327,631,354,354
21328,663,680,663
21329,379,344,344
21330,482,640,482
21331,695,322,695
21332,630,669,630
21333,142,372,142
21334,226,213,226
21335,174,282,282
21336,386,225,386
21337,421,560,421
21338,192,133,133
21339,185,557,557
21340,507,360,507
21341,484,617,617
21342,151,218,151
21343,663,451,663
21344,663,21,663
21345,360,393,393
21346,612,35,35
21347,292,200,200
21348,522,265,522
21349,205,402,402
21350,283,101,101
21351,324,514,514
21352,93,613,93
21353,475,79,475
21354,388,7,7
21355,336,287,336
21356,513,211,211
21357,281,576,576
21358,78,310,310
21359,603,201,201
21360,417,1,417
21361,131,14,131
21362,279,390,279
21363,711,347,711
21364,663,538,663
21365,321,536,536
21366,474,614,474
21367,512,698,512
21368,80,540,540
21369,645,199,645
21370,325,678,678
21371,368,464,368
21372,128,626,128
21373,303,531,531
21374,508,386,386
21375,185,428,185
21376,286,666,666
21377,466,163,466
21378,461,130,461
21379,227,455,227
21380,39,472,472
21381,284,76,284
21382,194,680,680
21383,530,278,530
21384,349,528,528
21385,346,117,117
21386,281,227,227
21387,414,708,414
21388,224,45,45
21389,121,508,121
21390,351,650,351
21391,114,24,24
21392,6,659,6
21393,301,607,607
21394,704,104,704
21395,400,423,400
21396,422,475,475
21397,693,201,693
21398,490,504,490
21399,119,296,119
21400,319,681,319
21401,197,4,4
21402,460,172,460
21403,711,307,711
21404,62,503,503
21405,176,481,481
21406,413,625,625
21407,124,64,64
21408,242,647,647
21409,304,78,78
21410,627,386,386
21411,325,530,530
21412,197,153,197
21413,328,500,500
21414,691,15,15
21415,196,331,196
21416,284,448,448
21417,32,506,506
21418,26,243,243
21419,452,589,452
21420,247,709,709
21421,162,124,124
21422,237,708,708
21423,630,359,630
21424,77,647,647
21425,208,16,16
21426,212,148,212
21427,192,285,285
21428,196,249,249
21429,141,52,52
21430,692,462,462
21431,655,365,655
21432,574,546,546
21433,208,419,419
21434,5,653,5
21435,196,715,715
21436,594,421,421
21437,604,474,474
21438,149,49,49
21439,243,415,243
21440,510,413,510
21441,95,531,95
21442,48,171,171
21443,464,284,284
21444,623,565,623
21445,311,571,571
21446,139,96,139
21447,352,184,184
21448,67,319,319
21449,586,510,510
21450,261,711,711
21451,428,180,428
21452,218,696,696
21453,256,244,244
21454,710,449,710
21455,244,535,244
21456,98,449,98
21457,110,145,145
21458,309,84,84
21459,669,589,589
21460,481,170,481
21461,711,583,583
21462,385,578,385
21463,284,386,386
21464,306,631,631
21465,59,269,59
21466,397,112,112
21467,154,629,154
21468,265,485,485
21469,512,85,512
21470,584,690,584
21471,481,333,481
21472,499,308,308
21473,322,355,322
21474,397,194,397
21475,3,572,3
21476,272,116,272
21477,251,374,251
21478,125,707,125
21479,539,665,539
21480,562,6,6
21481,616,526,526
21482,198,425,198
21483,183,344,344
21484,83,328,83
21485,594,644,644
21486,519,178,178
21487,277,242,277
21488,413,594,594
21489,285,561,561
21490,287,670,670
21491,577,361,361
21492,273,119,119
21493,616,194,616
21494,623,378,378
21495,501,157,157
21496,20,98,20
21497,191,632,632
21498,63,494,494
21499,560,169,169
21500,215,539,215
21501,711,6,6
21502,448,440,448
21503,37,361,37
21504,698,468,468
21505,336,202,336
21506,577,95,95
21507,213,33,33
21508,460,18,18
21509,449,498,498
21510,547,106,547
21511,642,637,642
21512,549,482,482
21513,107,704,107
21514,443,644,443
21515,564,117,564
21516,669,513,513
21517,574,375,375
21518,331,64,331
21519,382,635,635
21520,44,239,239
21521,479,305,479
21522,78,400,78
21523,713,285,285
21524,444,508,444
21525,396,428,428
21526,99,227,99
21527,44,490,490
21528,209,352,352
21529,314,88,88
21530,289,707,289
21531,55,226,55
21532,331,240,240
21533,192,453,453
21534,595,50,50
21535,248,394,248
21536,68,689,689
21537,663,292,663
21538,172,580,172
21539,457,269,457
21540,581,663,663
21541,509,554,509
21542,137,693,693
21543,234,298,234
21544,337,613,337
21545,635,115,635
21546,295,459,295
21547,587,288,587
21548,252,18,18
21549,649,382,649
21550,624,201,624
21551,167,387,387
21552,359,109,359
21553,401,198,198
21554,674,120,120
21555,401,157,157
21556,313,178,178
21557,277,382,277
21558,164,142,142
21559,382,100,100
21560,719,104,719
21561,493,214,493
21562,115,20,20
21563,162,716,716
21564,649,386,386
21565,677,226,226
21566,228,498,228
21567,640,442,640
21568,67,316,67
21569,710,182,710
21570,315,390,315
21571,249,405,249
21572,445,81,445
21573,181,512,512
21574,221,483,483
21575,531,359,359
21576,374,140,140
21577,373,708,373
21578,475,676,676
21579,339,523,523
21580,547,460,460
21581,114,681,681
21582,650,66,650
21583,302,65,65
21584,225,114,225
21585,363,323,323
21586,532,499,499
21587,442,423,423
21588,475,408,475
21589,595,429,429
21590,341,639,639
21591,79,547,547
21592,369,378,369
21593,80,458,80
21594,398,100,100
21595,399,628,628
21596,259,3,3
21597,439,17,17
21598,454,260,454
21599,9,189,189
21600,645,479,645
21601,257,382,257
21602,611,589,611
21603,457,475,475
21604,545,233,545
21605,347,647,647
21606,404,652,652
21607,620,466,620
21608,411,721,721
21609,371,141,141
21610,391,428,428
21611,645,710,645
21612,191,87,87
21613,161,11,11
21614,1,149,149
21615,150,492,150
21616,213,548,548
21617,413,285,413
21618,96,334,334
21619,580,363,580
21620,562,9,9
21621,491,107,491
21622,146,254,254
21623,411,330,330
21624,83,73,73
21625,393,382,382
21626,393,201,201
21627,670,619,619
21628,460,465,465
21629,73,331,73
21630,80,113,80
21631,654,554,654
21632,200,665,200
21633,183,588,588
21634,328,384,384
21635,6,553,6
21636,413,596,596
21637,428,192,428
21638,323,528,528
21639,368,357,368
21640,494,497,497
21641,366,12,12
21642,284,264,264
21643,419,469,419
21644,643,195,643
21645,147,579,147
21646,489,519,489
21647,385,269,385
21648,304,91,91
21649,530,85,85
21650,647,112,647
21651,144,429,429
21652,111,126,111
21653,395,104,395
21654,254,437,254
21655,328,498,328
21656,655,78,78
21657,670,137,670
21658,68,700,700
21659,343,601,601
21660,192,265,192
21661,470,119,470
21662,46,551,551
21663,711,31,31
21664,223,591,591
21665,57,721,57
21666,125,144,125
21667,400,127,127
21668,634,139,634
21669,151,528,528
21670,618,30,30
21671,300,669,300
21672,672,486,486
21673,625,83,625
21674,714,17,17
21675,286,289,289
21676,479,380,380
21677,617,553,617
21678,475,325,475
21679,575,487,487
21680,251,694,251
21681,566,350,350
21682,511,299,511
21683,479,397,479
21684,464,380,380
21685,369,456,456
21686,428,334,428
21687,314,318,314
21688,58,74,58
21689,561,45,561
21690,28,58,28
21691,541,323,541
21692,216,283,283
21693,531,669,531
21694,650,521,521
21695,545,3,545
21696,277,570,277
21697,460,660,460
21698,197,482,197
21699,490,705,490
21700,423,236,423
21701,632,707,632
21702,240,65,65
21703,358,137,358
21704,431,55,55
21705,603,436,603
21706,87,304,87
21707,256,148,148
21708,559,609,609
21709,600,356,600
21710,32,472,472
21711,214,693,214
21712,129,385,385
21713,712,531,531
21714,223,115,115
21715,352,629,629
21716,239,475,239
21717,434,444,444
21718,491,433,491
21719,438,709,709
21720,532,648,648
21721,333,309,309
21722,633,560,560
21723,504,319,319
21724,466,631,466
21725,344,361,344
21726,123,377,123
21727,495,594,594
21728,648,237,648
21729,717,410,717
21730,95,150,150
21731,384,463,384
21732,553,223,553
21733,2,362,362
21734,61,216,61
21735,710,358,358
21736,360,277,277
21737,242,384,384
21738,555,601,601
21739,465,302,302
21740,551,277,277
21741,689,600,689
21742,214,473,214
21743,12,640,640
21744,377,253,253
21745,479,674,674
21746,635,353,635
21747,676,30,676
21748,32,434,434
21749,567,411,567
21750,130,680,130
21751,261,585,585
21752,295,652,295
21753,719,682,719
21754,546,158,546
21755,347,284,347
21756,584,354,584
21757,121,368,121
21758,546,690,690
21759,289,160,289
21760,304,190,190
21761,102,584,584
21762,537,344,344
21763,195,194,195
21764,662,179,662
21765,120,245,245
21766,101,697,101
21767,475,153,475
21768,470,102,470
21769,578,214,214
21770,501,491,491
21771,423,694,694
21772,137,205,205
21773,591,199,199
21774,8,352,8
21775,93,334,93
21776,79,208,208
21777,641,548,641
21778,704,421,421
21779,573,58,573
21780,34,332,34
21781,78,164,78
21782,589,374,374
21783,172,206,172
21784,148,711,711
21785,594,114,594
21786,15,85,15
21787,486,245,486
21788,417,208,417
21789,265,223,223
21790,409,159,159
21791,715,148,715
21792,389,485,485
21793,672,119,119
21794,463,658,658
21795,374,119,119
21796,555,345,555
21797,240,617,617
21798,392,41,392
21799,433,486,486
21800,561,622,561
21801,369,625,625
21802,44,648,648
21803,393,117,117
21804,141,561,561
21805,537,42,42
21806,519,118,118
21807,114,505,505
21808,426,548,426
21809,301,405,405
21810,583,392,392
21811,280,216,216
21812,189,264,189
21813,441,475,475
21814,335,589,589
21815,380,599,380
21816,615,303,303
21817,547,544,544
21818,697,664,697
21819,598,97,97
21820,78,225,78
21821,384,398,384
21822,667,429,429
21823,320,239,239
21824,715,206,715
21825,667,92,92
21826,681,647,681
21827,519,518,519
21828,255,330,330
21829,619,403,619
21830,585,196,196
21831,555,352,555
21832,648,193,648
21833,444,80,444
21834,354,640,640
21835,260,624,260
21836,230,639,639
21837,328,678,328
21838,645,179,645
21839,235,511,235
21840,173,344,344
21841,554,710,554
21842,276,225,276
21843,710,470,470
21844,303,13,13
21845,179,347,347
21846,500,39,500
21847,142,147,142
21848,202,272,272
21849,176,485,485
21850,584,6,6
21851,351,370,370
21852,94,105,94
21853,269,182,269
21854,719,308,308
21855,75,567,567
21856,388,122,388
21857,24,450,24
21858,428,508,428
21859,447,335,335
21860,534,476,534
21861,447,537,537
21862,446,147,446
21863,244,157,157
21864,358,50,50
21865,710,562,710
21866,509,20,20
21867,557,501,557
21868,125,688,125
21869,459,426,426
21870,711,434,711
21871,544,624,624
21872,380,472,380
21873,360,471,471
21874,499,505,505
21875,454,657,657
21876,191,449,449
21877,2,265,2
21878,440,301,301
21879,711,579,711
21880,357,209,357
21881,95,306,95
21882,17,629,17
21883,410,602,602
21884,44,697,697
21885,530,717,717
21886,469,164,469
21887,211,451,211
21888,183,52,52
21889,616,148,148
21890,315,549,549
21891,126,584,126
21892,576,487,487
21893,581,498,581
21894,538,79,538
21895,122,96,122
21896,631,365,365
21897,142,568,142
21898,683,654,654
21899,45,531,531
21900,351,38,38
21901,531,382,382
21902,209,451,451
21903,653,584,584
21904,378,20,20
21905,261,699,699
21906,482,12,482
21907,87,383,383
21908,351,668,668
21909,74,174,74
21910,318,721,721
21911,440,339,339
21912,455,67,455
21913,629,6,6
21914,142,319,142
21915,94,137,137
21916,321,437,321
21917,188,370,370
21918,386,229,229
21919,8,165,8
21920,412,642,642
21921,651,507,507
21922,363,139,139
21923,150,130,150
21924,568,323,568
21925,629,460,460
21926,715,42,715
21927,65,421,65
21928,380,34,380
21929,545,165,545
21930,402,273,402
21931,423,466,466
21932,424,167,424
21933,448,123,123
21934,46,711,711
21935,637,28,637
21936,54,669,54
21937,72,383,383
21938,511,234,234
21939,127,389,127
21940,318,520,520
21941,441,155,441
21942,66,609,609
21943,127,12,127
21944,545,370,545
21945,693,529,529
21946,211,148,211
21947,702,202,702
21948,307,206,307
21949,85,633,85
21950,6,212,6
21951,115,346,115
21952,1,461,461
21953,185,302,302
21954,103,370,103
21955,357,696,357
21956,52,270,52
21957,296,19,296
21958,94,603,94
21959,269,633,269
21960,289,505,289
21961,685,396,685
21962,303,127,127
21963,670,479,479
21964,512,354,512
21965,571,59,571
21966,101,6,101
21967,484,215,215
21968,372,116,116
21969,106,89,106
21970,648,76,648
21971,3,314,314
21972,286,448,448
21973,94,478,94
21974,18,589,589
21975,176,555,555
21976,116,351,351
21977,517,373,373
21978,104,580,580
21979,533,224,224
21980,453,273,453
21981,508,644,644
21982,316,298,316
21983,197,437,197
21984,579,88,579
21985,75,585,585
21986,371,546,546
21987,588,516,516
21988,439,395,395
21989,383,101,383
21990,453,462,462
21991,715,364,715
21992,197,466,466
21993,553,248,553
21994,591,653,653
21995,448,335,335
